iter	Accuracy	Logloss
159	0.8259610028	0.3926310877
160	0.8259610028	0.3925894733
161	0.8259610028	0.3922475312
162	0.8259610028	0.3917268579
163	0.8259610028	0.3910617017
164	0.8258495822	0.3903682491
165	0.8260724234	0.3899840668
166	0.8262952646	0.3893934436
167	0.8264066852	0.388765677
168	0.8268523677	0.3884767122
169	0.8268523677	0.3880155226
170	0.8279665738	0.387388507
171	0.8280779944	0.387351121
172	0.8283008357	0.3867854342
173	0.8284122563	0.3861791289
174	0.8287465181	0.3853973603
175	0.8288579387	0.3847731945
176	0.8289693593	0.3843027075
177	0.8289693593	0.3837516397
178	0.8294150418	0.3831982593
179	0.8291922006	0.3824371526
180	0.829637883	0.3818241337
181	0.8297493036	0.381424429
182	0.8299721448	0.3810336077
183	0.8301949861	0.3803365254
184	0.8304178273	0.3799585717
185	0.8308635097	0.3794649499
186	0.8309749304	0.3790128899
187	0.8311977716	0.3784166751
188	0.8320891365	0.377879101
189	0.8323119777	0.377386341
190	0.8323119777	0.3768560933
191	0.8320891365	0.3765570856
192	0.8323119777	0.3760058261
193	0.8323119777	0.3757551859
194	0.8327576602	0.3749446068
195	0.8327576602	0.3745217089
196	0.8328690808	0.3739772259
197	0.8332033426	0.3734115536
198	0.8334261838	0.3728168644
199	0.8336490251	0.3723810609
200	0.8342061281	0.3716877739
201	0.8343175487	0.3711670258
202	0.8344289694	0.3711331311
203	0.8349860724	0.3707368754
204	0.8352089136	0.3701892922
205	0.8353203343	0.3696923394
206	0.8353203343	0.3692430158
207	0.8354317549	0.3688055884
208	0.8355431755	0.3685595944
209	0.8353203343	0.3680300682
210	0.8357660167	0.3677200004
211	0.8362116992	0.3672618867
212	0.836545961	0.3669223757
213	0.8364345404	0.3664903317
214	0.8368802228	0.3657580983
215	0.8368802228	0.3651978531
216	0.8372144847	0.3647227896
217	0.8374373259	0.3645617942
218	0.837994429	0.3640695517
219	0.837994429	0.3640394221
220	0.8381058496	0.3638986431
221	0.8383286908	0.3632063217
222	0.838551532	0.3628794544
223	0.8387743733	0.362431
224	0.8386629526	0.3621488541
225	0.8386629526	0.3614934957
226	0.8387743733	0.3607714617
227	0.8394428969	0.3601890658
228	0.8396657382	0.3595742417
229	0.8398885794	0.3592371555
230	0.8401114206	0.3590000093
231	0.8401114206	0.3589751418
232	0.8402228412	0.3584408019
233	0.8402228412	0.3584179484
234	0.8404456825	0.357844838
235	0.8408913649	0.3573889773
236	0.8412256267	0.3569184935
237	0.8413370474	0.3563069555
238	0.8417827298	0.3556441932
239	0.8425626741	0.3549096562
240	0.8425626741	0.3547959833
241	0.8427855153	0.3541084515
242	0.8433426184	0.3536773227
243	0.8432311978	0.3530016163
244	0.843454039	0.3528577967
245	0.8443454039	0.3524316052
246	0.8442339833	0.3519949356
247	0.8443454039	0.3516140259
248	0.8452367688	0.3509354271
249	0.8459052925	0.3505039088
250	0.8460167131	0.3497486307
251	0.8464623955	0.3492178889
252	0.8465738162	0.3487510906
253	0.846908078	0.3482850967
254	0.8473537604	0.3478968687
255	0.8475766017	0.3474104355
256	0.8474651811	0.3471977969
257	0.8474651811	0.3468303434
258	0.8479108635	0.3464419117
259	0.8479108635	0.3461331534
260	0.848356546	0.3453129543
261	0.848913649	0.3447193391
262	0.848913649	0.3440944426
263	0.8492479109	0.3436452629
264	0.8494707521	0.3432728359
265	0.8498050139	0.3429919627
266	0.8499164345	0.342970486
267	0.8502506964	0.3425604064
268	0.8508077994	0.3421056542
269	0.8506963788	0.3416664702
270	0.8509192201	0.3413708067
271	0.8511420613	0.3409178158
272	0.8510306407	0.3404879926
273	0.8516991643	0.3400272394
274	0.8524791086	0.3394976632
275	0.8525905292	0.3390483989
276	0.8528133705	0.3386140539
277	0.8529247911	0.338143605
278	0.8530362117	0.337707958
279	0.8533704735	0.3372515785
280	0.8535933148	0.3370068974
281	0.8535933148	0.3369869677
282	0.853816156	0.3366026917
283	0.8540389972	0.3362399557
284	0.8542618384	0.3357296419
285	0.8549303621	0.3354178588
286	0.8549303621	0.3349087021
287	0.8553760446	0.3345496533
288	0.8555988858	0.3340039131
289	0.8557103064	0.333670322
290	0.855821727	0.3332063134
291	0.855821727	0.3331883934
292	0.8557103064	0.3329349309
293	0.8560445682	0.3325259592
294	0.8566016713	0.3320391045
295	0.8567130919	0.3316893267
296	0.8569359331	0.3312718409
297	0.8569359331	0.3306527928
298	0.8569359331	0.3304920878
299	0.8570473538	0.3300748596
300	0.8576044568	0.3297331498
301	0.8580501393	0.3294300475
302	0.8579387187	0.3292406396
303	0.8581615599	0.3288556047
304	0.8586072423	0.3286445601
305	0.8588300836	0.3281958641
306	0.8590529248	0.3277317544
307	0.8589415042	0.3269980217
308	0.8593871866	0.326267012
309	0.8591643454	0.3257819402
310	0.859275766	0.3254481062
311	0.8597214485	0.3251148084
312	0.8597214485	0.3247939163
313	0.8600557103	0.3244108607
314	0.8601671309	0.3240969406
315	0.860724234	0.3236773348
316	0.860724234	0.3234042112
317	0.8615041783	0.3228423586
318	0.8618384401	0.3224216061
319	0.8623955432	0.3221329999
320	0.8626183844	0.3214416333
321	0.862729805	0.3210385492
322	0.862729805	0.3210220032
323	0.8632869081	0.3205054702
324	0.8632869081	0.320219377
325	0.8636211699	0.319804516
326	0.8642896936	0.3193909989
327	0.8646239554	0.3188866521
328	0.8646239554	0.31843327
329	0.8651810585	0.317974905
330	0.8654038997	0.3176346244
331	0.8659610028	0.3168679986
332	0.8659610028	0.3162480639
333	0.8659610028	0.3162327244
334	0.8664066852	0.3158473887
335	0.8667409471	0.3154802368
336	0.8664066852	0.3149202142
337	0.8666295265	0.3145978744
338	0.8667409471	0.3142657607
339	0.8669637883	0.3137765377
340	0.8667409471	0.3134572812
341	0.8675208914	0.3130819161
342	0.867632312	0.3127739922
343	0.8679665738	0.3126324717
344	0.8684122563	0.3119779887
345	0.8685236769	0.3115409615
346	0.8686350975	0.3112083202
347	0.8691922006	0.3108794718
348	0.869637883	0.3102821839
349	0.8698607242	0.3099474533
350	0.8698607242	0.3099324381
351	0.8697493036	0.3096203849
352	0.8700835655	0.3092273345
353	0.8703064067	0.3088581374
354	0.8698607242	0.3083309255
355	0.8698607242	0.3079931653
356	0.8700835655	0.3076176378
357	0.8705292479	0.3072264802
358	0.8707520891	0.3068471843
359	0.8713091922	0.30643523
360	0.8711977716	0.306314196
361	0.8715320334	0.3059205074
362	0.871643454	0.3058776058
363	0.8724233983	0.3053710622
364	0.8723119777	0.3050416606
365	0.8723119777	0.3047039643
366	0.8726462396	0.3041909962
367	0.8729805014	0.3037188333
368	0.8734261838	0.3035071677
369	0.8738718663	0.302824571
370	0.8744289694	0.3025093294
371	0.87454039	0.3022172514
372	0.8747632312	0.3019344544
373	0.8748746518	0.3016736109
374	0.8749860724	0.3012713198
375	0.8752089136	0.300907306
376	0.8752089136	0.3008932211
377	0.8754317549	0.3006657652
378	0.875097493	0.3004020127
379	0.8748746518	0.2999421847
380	0.8752089136	0.2996692257
381	0.8757660167	0.2992359318
382	0.8762116992	0.298876052
383	0.876545961	0.2985707572
384	0.8763231198	0.2982585427
385	0.8762116992	0.2978769893
386	0.8769916435	0.2975128774
387	0.8776601671	0.2969671489
388	0.877994429	0.2966223444
389	0.878551532	0.2963600627
390	0.8787743733	0.2959533109
391	0.8791086351	0.2955108187
392	0.8788857939	0.2950495779
393	0.8789972145	0.2945515962
394	0.8788857939	0.2940601073
395	0.8789972145	0.2939370617
396	0.8789972145	0.2939026743
397	0.8789972145	0.2935976333
398	0.8794428969	0.2930767256
399	0.8796657382	0.2928242934
400	0.88	0.2923642845
401	0.8801114206	0.2920261433
402	0.88	0.2914821568
403	0.8801114206	0.2913333925
404	0.88	0.2911317769
405	0.88	0.2911124587
406	0.8805571031	0.2907799349
407	0.8808913649	0.290155532
408	0.8817827298	0.2897850249
409	0.8821169916	0.2896278714
410	0.8825626741	0.2893861765
411	0.8825626741	0.2890797428
412	0.8822284123	0.2886280558
413	0.8824512535	0.2883938919
414	0.8825626741	0.2881043094
415	0.8827855153	0.2877919361
416	0.8828969359	0.2877358131
417	0.8830083565	0.2873544728
418	0.8833426184	0.2868858721
419	0.8838997214	0.2864559687
420	0.8840111421	0.2860654588
421	0.8840111421	0.2857482876
422	0.8841225627	0.2852486916
423	0.8843454039	0.2850411366
424	0.8843454039	0.2850282836
425	0.8844568245	0.2847143613
426	0.8843454039	0.2844792054
427	0.8844568245	0.2841069855
428	0.8845682451	0.2838286542
429	0.8844568245	0.2834221035
430	0.8847910864	0.2830641896
431	0.8842339833	0.2827906471
432	0.8845682451	0.2825279326
433	0.8845682451	0.2825156148
434	0.884902507	0.2823269135
435	0.8853481894	0.2821664812
436	0.8857938719	0.2816817951
437	0.8866852368	0.2812337173
438	0.886908078	0.2809045294
439	0.886908078	0.2806440114
440	0.886908078	0.2806284743
441	0.886908078	0.2806140273
442	0.8867966574	0.2802353806
443	0.8873537604	0.2801155726
444	0.8879108635	0.2799402429
445	0.8876880223	0.2795480163
446	0.8880222841	0.2792896829
447	0.888356546	0.2790715703
448	0.888356546	0.2790510278
449	0.8886908078	0.2787685393
450	0.888913649	0.2784561451
451	0.8891364903	0.2780316059
452	0.8896935933	0.2776927764
453	0.8896935933	0.2774161113
454	0.8893593315	0.2770511392
455	0.8893593315	0.2767287462
456	0.8901392758	0.2763571914
457	0.8902506964	0.2761455899
458	0.8898050139	0.2759338932
459	0.8898050139	0.2759246508
460	0.8896935933	0.275534633
461	0.8901392758	0.2750065426
462	0.8905849582	0.2747063151
463	0.8911420613	0.2742779709
464	0.8912534819	0.2739719892
465	0.8912534819	0.2739072027
466	0.8911420613	0.2737498883
467	0.8912534819	0.2735596423
468	0.8914763231	0.2731803296
469	0.8914763231	0.2729447538
470	0.8921448468	0.2725688497
471	0.8919220056	0.272310499
472	0.892367688	0.2721040046
473	0.8927019499	0.2717972276
474	0.8932590529	0.2714764977
475	0.8934818942	0.2710701566
476	0.8934818942	0.2705372219
477	0.8934818942	0.2702992641
478	0.8937047354	0.2698621414
479	0.8944846797	0.2694558427
480	0.8949303621	0.2690333373
481	0.8950417827	0.2687975831
482	0.8949303621	0.2684261668
483	0.895264624	0.2682300362
484	0.8953760446	0.2679148434
485	0.8955988858	0.267647761
486	0.8955988858	0.2674454512
487	0.8954874652	0.267239644
488	0.8954874652	0.2668267581
489	0.8962674095	0.2663048617
490	0.8967130919	0.2661070884
491	0.8966016713	0.2657312497
492	0.8966016713	0.265722879
493	0.8969359331	0.2654630232
494	0.8971587744	0.2649925229
495	0.8970473538	0.2647768409
496	0.8971587744	0.2642919459
497	0.8976044568	0.2639123644
498	0.897270195	0.2635812305
499	0.897270195	0.2633377239
500	0.8977158774	0.2631120003
501	0.8979387187	0.2628250947
502	0.8984958217	0.2626195161
503	0.898718663	0.262204696
504	0.8991643454	0.261848207
505	0.8994986072	0.2617187426
506	0.8996100279	0.2614271363
507	0.8996100279	0.2613227964
508	0.8997214485	0.2612038109
509	0.8998328691	0.2608850544
510	0.9000557103	0.2606746929
511	0.9000557103	0.2601166228
512	0.9005013928	0.2597500188
513	0.9008356546	0.2594102265
514	0.9009470752	0.2593224231
515	0.901281337	0.2590151153
516	0.901281337	0.2587520497
517	0.9017270195	0.2584916299
518	0.9019498607	0.2582700969
519	0.9020612813	0.2579641705
520	0.9020612813	0.2575272983
521	0.9025069638	0.2572124994
522	0.9028412256	0.2569555352
523	0.9028412256	0.2566490314
524	0.9026183844	0.2563637297
525	0.902729805	0.2560493109
526	0.9026183844	0.2557342371
527	0.9026183844	0.2554772137
528	0.9028412256	0.2551684137
529	0.9030640669	0.2548160699
530	0.9036211699	0.2545103659
531	0.9039554318	0.2542975561
532	0.9045125348	0.2538490354
533	0.9048467967	0.2536177754
534	0.9048467967	0.2534240092
535	0.9042896936	0.2531554194
536	0.9046239554	0.2529673296
537	0.9046239554	0.252635352
538	0.9051810585	0.2523323734
539	0.9054038997	0.251971292
540	0.9058495822	0.2515444863
541	0.9065181058	0.2511763283
542	0.9066295265	0.2509463192
543	0.9069637883	0.2507962361
544	0.9069637883	0.2503570379
545	0.9071866295	0.2500220431
546	0.9072980501	0.2499836039
547	0.9072980501	0.2499716606
548	0.9074094708	0.2496170846
549	0.9080779944	0.249342674
550	0.9080779944	0.2491241053
551	0.9077437326	0.2488029293
552	0.9080779944	0.2484536888
553	0.9083008357	0.2482119022
554	0.9084122563	0.247795574
555	0.9086350975	0.2475110672
556	0.9088579387	0.24735076
557	0.9089693593	0.2471577329
558	0.9088579387	0.2471124135
559	0.9087465181	0.2468305418
560	0.9091922006	0.2465731384
561	0.9091922006	0.2462203079
562	0.9093036212	0.2457635615
563	0.9095264624	0.2455889195
564	0.9097493036	0.2453201093
565	0.909637883	0.2450414781
566	0.9100835655	0.2446642988
567	0.9103064067	0.2445169489
568	0.9105292479	0.2441865572
569	0.9105292479	0.2439224016
570	0.9103064067	0.2436093629
571	0.9103064067	0.2436004735
572	0.9104178273	0.2435045214
573	0.9107520891	0.2431783214
574	0.9109749304	0.2428665141
575	0.9107520891	0.2426298693
576	0.911086351	0.2424003875
577	0.9106406685	0.2422328983
578	0.9111977716	0.2420413124
579	0.9117548747	0.2417638537
580	0.9119777159	0.2416039685
581	0.9122005571	0.2411902338
582	0.9124233983	0.2408218214
583	0.913091922	0.2406198915
584	0.9133147632	0.24051832
585	0.9134261838	0.2403795622
586	0.9136490251	0.2401644128
587	0.9138718663	0.2399204919
588	0.9138718663	0.239607055
589	0.9140947075	0.2393686679
590	0.9144289694	0.23903125
591	0.91454039	0.2386700212
592	0.91454039	0.238661387
593	0.9146518106	0.2384339664
594	0.9147632312	0.238145051
595	0.9152089136	0.237932156
596	0.9149860724	0.2375164525
597	0.9152089136	0.237210986
598	0.915097493	0.236933971
599	0.9156545961	0.2367407469
600	0.9159888579	0.2365200444
601	0.9161002786	0.2363130076
602	0.9164345404	0.2360915098
603	0.9168802228	0.2358553607
604	0.9169916435	0.2356489016
605	0.9173259053	0.2352649773
606	0.9175487465	0.2350171604
607	0.9175487465	0.2349034085
608	0.9174373259	0.23463358
609	0.9174373259	0.2346254176
610	0.9177715877	0.23434393
611	0.9181058496	0.2341168907
612	0.9176601671	0.2339208898
613	0.9177715877	0.2336667087
614	0.9176601671	0.2334518548
615	0.9182172702	0.2331003579
616	0.9182172702	0.232825986
617	0.9184401114	0.2327028804
618	0.918551532	0.2322980639
619	0.9189972145	0.2321752513
620	0.9194428969	0.2318274302
621	0.9197771588	0.2313926729
622	0.92	0.2311997146
623	0.92	0.2309847163
624	0.9201114206	0.2307131255
625	0.9205571031	0.2303664662
626	0.9205571031	0.2301794016
627	0.9207799443	0.2299388617
628	0.9208913649	0.2296893937
629	0.9211142061	0.2293896417
630	0.9210027855	0.2291390082
631	0.9210027855	0.2291318878
632	0.9213370474	0.2288794792
633	0.9213370474	0.2286597449
634	0.9217827298	0.2283960595
635	0.9218941504	0.2280912292
636	0.9221169916	0.227921563
637	0.9221169916	0.2279149789
638	0.9223398329	0.227614654
639	0.9222284123	0.2272438825
640	0.9222284123	0.2271940418
641	0.9227855153	0.2268825609
642	0.9225626741	0.2267599144
643	0.9225626741	0.2267524381
644	0.9231197772	0.2265110498
645	0.9232311978	0.2261384659
646	0.9231197772	0.2257752518
647	0.9238997214	0.2254336943
648	0.9237883008	0.2253673879
649	0.9240111421	0.2250766898
650	0.9240111421	0.2250685743
651	0.9238997214	0.224986603
652	0.9241225627	0.2246163204
653	0.9242339833	0.2245318663
654	0.9244568245	0.2242414255
655	0.9244568245	0.2241029032
656	0.9247910864	0.223672661
657	0.9250139276	0.2233823391
658	0.9251253482	0.2231399824
659	0.9253481894	0.2229530889
660	0.9253481894	0.2226189405
661	0.92545961	0.2224715725
662	0.9252367688	0.2222068743
663	0.9252367688	0.2220340806
664	0.92545961	0.2218615239
665	0.9253481894	0.2216879956
666	0.9255710306	0.2215006128
667	0.9257938719	0.2212473088
668	0.9260167131	0.2211125315
669	0.9262395543	0.2209086692
670	0.9266852368	0.2206367095
671	0.9266852368	0.2205049126
672	0.9270194986	0.2203622838
673	0.9271309192	0.2201037844
674	0.9271309192	0.219947459
675	0.9271309192	0.2195774304
676	0.926908078	0.2192916252
677	0.9271309192	0.2191445388
678	0.9270194986	0.2187796686
679	0.9273537604	0.2185590197
680	0.9275766017	0.2183055737
681	0.9276880223	0.2180099968
682	0.9274651811	0.2178480187
683	0.9279108635	0.2176191312
684	0.9284679666	0.2173047732
685	0.9286908078	0.217156508
686	0.9290250696	0.2168761754
687	0.9290250696	0.216673811
688	0.9293593315	0.2164970028
689	0.9293593315	0.2164872715
690	0.9299164345	0.2162193991
691	0.9300278552	0.2160703036
692	0.9300278552	0.2160632806
693	0.9302506964	0.2156237445
694	0.9301392758	0.2153431756
695	0.9305849582	0.2151193437
696	0.9309192201	0.2149182025
697	0.9312534819	0.2147096319
698	0.9312534819	0.2146831906
699	0.9313649025	0.2144085112
700	0.9315877437	0.2142422836
701	0.9316991643	0.2141158878
702	0.9315877437	0.2140490626
703	0.9315877437	0.2140431268
704	0.932367688	0.2137565146
705	0.9322562674	0.213517105
706	0.9322562674	0.2133440296
707	0.9324791086	0.213054158
708	0.9324791086	0.2127335616
709	0.9325905292	0.21252311
710	0.9328133705	0.2123149167
711	0.9328133705	0.2121396325
712	0.9331476323	0.2119507263
713	0.9331476323	0.2117663259
714	0.9334818942	0.2114748429
715	0.9333704735	0.2112012092
716	0.9334818942	0.2109920284
717	0.9334818942	0.2108164468
718	0.9337047354	0.2105861419
719	0.9337047354	0.2103335039
720	0.933816156	0.2102598081
721	0.9339275766	0.2099676385
722	0.9340389972	0.2097103416
723	0.9340389972	0.2094235683
724	0.9347075209	0.2092426183
725	0.9345961003	0.2090358381
726	0.9349303621	0.2087488164
727	0.9350417827	0.2085299417
728	0.9351532033	0.2083429028
729	0.9350417827	0.2081749454
730	0.9349303621	0.2078938694
731	0.9351532033	0.2077528685
732	0.9351532033	0.2075882047
733	0.9353760446	0.2075059499
734	0.935264624	0.2072531292
735	0.9349303621	0.2070910808
736	0.9349303621	0.2069335695
737	0.935264624	0.2066498437
738	0.9354874652	0.2064550467
739	0.9360445682	0.206118528
740	0.9362674095	0.2060345634
741	0.9364902507	0.20583967
742	0.9364902507	0.2056951575
743	0.9362674095	0.2054817718
744	0.9363788301	0.2053200802
745	0.9367130919	0.2050378868
746	0.9367130919	0.2048541089
747	0.9373816156	0.2046293377
748	0.9376044568	0.2044867549
749	0.9377158774	0.2040837522
750	0.9378272981	0.2040077313
751	0.9379387187	0.2037400544
752	0.9379387187	0.20371524
753	0.9376044568	0.2035214365
754	0.9379387187	0.2034361969
755	0.9374930362	0.2032130638
756	0.9379387187	0.2030748907
757	0.9380501393	0.2029794938
758	0.9379387187	0.2027742447
759	0.9380501393	0.2026066117
760	0.9380501393	0.2026009128
761	0.9380501393	0.2025959888
762	0.9381615599	0.2025508922
763	0.9382729805	0.2023580268
764	0.9383844011	0.2021985595
765	0.9388300836	0.2019980984
766	0.9388300836	0.2017826362
767	0.938718663	0.2015753949
768	0.9384958217	0.2013060472
769	0.9391643454	0.2009478239
770	0.938718663	0.2007162356
771	0.9390529248	0.2005487926
772	0.939275766	0.2002743159
773	0.939275766	0.2001625304
774	0.9397214485	0.2000234255
775	0.9396100279	0.1998013079
776	0.9398328691	0.1995692642
777	0.9398328691	0.1995642058
778	0.9400557103	0.1993606867
779	0.9400557103	0.199102523
780	0.9402785515	0.1989181619
781	0.9405013928	0.1988537398
782	0.940724234	0.1985612438
783	0.9410584958	0.1982707919
784	0.9416155989	0.1979236655
785	0.9418384401	0.197672557
786	0.9417270195	0.1974606749
787	0.9418384401	0.1972102494
788	0.9418384401	0.1970627379
789	0.9415041783	0.196775602
790	0.9417270195	0.1965521744
791	0.9417270195	0.196348645
792	0.9421727019	0.1961019839
793	0.9421727019	0.1958627921
794	0.9421727019	0.1958462222
795	0.9421727019	0.1956338788
796	0.9428412256	0.1954602744
797	0.9425069638	0.1952545843
798	0.9422841226	0.1950639509
799	0.9426183844	0.1949172463
800	0.9425069638	0.1946287776
801	0.9425069638	0.1944085022
802	0.9430640669	0.1939928256
803	0.9432869081	0.1937585921
804	0.9433983287	0.1937004194
805	0.9433983287	0.1934303355
806	0.9437325905	0.1933653586
807	0.9436211699	0.193068268
808	0.9437325905	0.1927348876
809	0.9438440111	0.1925562208
810	0.9438440111	0.1922265608
811	0.944178273	0.1920756579
812	0.9440668524	0.1918705188
813	0.9445125348	0.1914929479
814	0.9442896936	0.1911966969
815	0.9445125348	0.191127107
816	0.9445125348	0.1911220751
817	0.9446239554	0.1909942568
818	0.9446239554	0.1908855861
819	0.9446239554	0.1907814366
820	0.9449582173	0.1906705666
821	0.9450696379	0.1904897498
822	0.9449582173	0.1903340793
823	0.9452924791	0.1900941714
824	0.9452924791	0.1898524543
825	0.9456267409	0.1896112917
826	0.9455153203	0.1894184818
827	0.9460724234	0.1892214764
828	0.946183844	0.1891205501
829	0.946183844	0.1890051722
830	0.9464066852	0.1888370625
831	0.9462952646	0.188716793
832	0.9462952646	0.1885088402
833	0.9465181058	0.1882503425
834	0.9466295265	0.1880839951
835	0.9470752089	0.1878505807
836	0.9470752089	0.1877213443
837	0.9470752089	0.1877167979
838	0.9470752089	0.1876116639
839	0.9471866295	0.1875769349
840	0.9472980501	0.1872681091
841	0.9474094708	0.1870787174
842	0.9475208914	0.1868150607
843	0.947632312	0.186749009
844	0.947632312	0.1865999043
845	0.947632312	0.1864366612
846	0.9477437326	0.1861287274
847	0.9480779944	0.1859542577
848	0.9483008357	0.1856651381
849	0.9484122563	0.1854052664
850	0.9487465181	0.1851733753
851	0.9488579387	0.1851067126
852	0.9487465181	0.1847927252
853	0.9486350975	0.1847379832
854	0.9486350975	0.1846078958
855	0.9486350975	0.1844345357
856	0.9484122563	0.18423797
857	0.9489693593	0.1839124579
858	0.9490807799	0.183844556
859	0.9490807799	0.1836137043
860	0.9490807799	0.1834467248
861	0.9490807799	0.1832408262
862	0.9491922006	0.183188822
863	0.9494150418	0.1829713444
864	0.949637883	0.182680215
865	0.949637883	0.182623061
866	0.949637883	0.1823976833
867	0.9497493036	0.1822556253
868	0.9498607242	0.1820969528
869	0.9500835655	0.1818963655
870	0.9500835655	0.1817318048
871	0.9501949861	0.1815072142
872	0.9501949861	0.1812460871
873	0.9500835655	0.1810624961
874	0.9504178273	0.1809387145
875	0.9504178273	0.1808139671
876	0.9505292479	0.1806467593
877	0.9505292479	0.1806405602
878	0.9508635097	0.1803871816
879	0.9511977716	0.1801686985
880	0.9515320334	0.1797774067
881	0.9518662953	0.1797101836
882	0.9520891365	0.1794675439
883	0.9520891365	0.1792855268
884	0.9519777159	0.1791433336
